band,GALEX_FUV
19.0585096245,3.27442e-20
19.0603259316,3.05416e-20
19.0621425848,2.5381e-20
19.0639595844,1.91317e-20
19.0657769304,1.35518e-20
19.0675946229,9.65291e-21
19.0694126621,7.7719e-21
19.071231048,7.28932e-21
19.0730497807,7.61127e-21
19.0748688603,8.40689e-21
19.0766882869,9.45297e-21
19.0785080607,1.05563e-20
19.0803281816,1.16666e-20
19.0821486499,1.25632e-20
19.0839694656,1.31736e-20
19.0857906289,1.34869e-20
19.0876121397,1.34102e-20
19.0894339983,1.3142e-20
19.0912562047,1.27514e-20
19.0930787589,1.22728e-20
19.0949016613,1.18582e-20
19.0967249117,1.14991e-20
19.0985485103,1.11314e-20
19.1003724573,1.06433e-20
19.1021967526,1.00859e-20
19.1040213965,9.39878e-21
19.105846389,8.57344e-21
19.1076717302,7.60574e-21
19.1094974202,6.53817e-21
19.1113234591,5.42952e-21
19.1131498471,4.35393e-21
19.1149765842,3.76552e-21
19.1168036704,3.47986e-21
19.118631106,3.798e-21
19.120458891,3.82975e-21
19.1222870255,3.62987e-21
19.1241155097,2.9809e-21
19.1259443435,1.88066e-21
19.1277735272,5.15017e-22
19.1296030607,4.76379e-22
19.1314329443,4.27191e-22
19.133263178,3.72087e-22
19.135093762,3.12171e-22
19.1369246962,2.49829e-22
19.1387559809,1.88892e-22
19.140587616,1.29625e-22
19.1424196018,7.40481e-23
19.1442519384,1.4008e-23
19.1460846257,1.77994e-22
19.147917664,2.23007e-22
19.1497510532,1.68566e-22
19.1515847936,3.08712e-22
19.1534188853,1.15838e-21
19.1552533282,2.34814e-21
19.1570881226,3.90003e-21
19.1589232685,5.93456e-21
19.160758766,8.61768e-21
19.1625946153,1.20389e-20
19.1644308164,1.5994e-20
19.1662673694,2.00374e-20
19.1681042745,2.31961e-20
19.1699415317,2.4496e-20
19.1717791411,2.33348e-20
19.1736171029,2.04565e-20
19.1754554171,1.67819e-20
19.1772940838,1.34136e-20
19.1791331032,1.13597e-20
19.1809724753,1.08481e-20
19.1828122003,1.14083e-20
19.1846522782,1.24547e-20
19.1864927091,1.34817e-20
19.1883334932,1.41339e-20
19.1901746306,1.42047e-20
19.1920161213,1.38881e-20
19.1938579655,1.33952e-20
19.1957001632,1.28268e-20
19.1975427145,1.23559e-20
19.1993856197,1.19992e-20
19.2012288786,1.1772e-20
19.2030724916,1.15505e-20
19.2049164586,1.14348e-20
19.2067607798,1.13524e-20
19.2086054552,1.128e-20
19.2104504851,1.1152e-20
19.2122958694,1.07817e-20
19.2141416082,1.00456e-20
19.2159877018,8.8976e-21
19.2178341501,7.42325e-21
19.2196809533,5.90005e-21
19.2215281115,4.64595e-21
19.2233756248,3.84144e-21
19.2252234932,3.58687e-21
19.227071717,3.86794e-21
19.2289202961,4.45547e-21
19.2307692308,5.16807e-21
19.232618521,5.84436e-21
19.234468167,6.34256e-21
19.2363181687,6.57727e-21
19.2381685264,6.67584e-21
19.24001924,6.75106e-21
19.2418703098,7.00021e-21
19.2437217358,7.59338e-21
19.2455735181,8.72006e-21
19.2474256568,1.03823e-20
19.2492781521,1.26075e-20
19.2511310039,1.52749e-20
19.2529842126,1.83327e-20
19.254837778,2.15533e-20
19.2566917004,2.46641e-20
19.2585459798,2.73273e-20
19.2604006163,2.93215e-20
19.2622556101,3.06442e-20
19.2641109613,3.11267e-20
19.2659666699,3.08062e-20
19.267822736,2.96225e-20
19.2696791598,2.72711e-20
19.2715359414,2.38724e-20
19.2733930809,1.93697e-20
19.2752505783,1.42169e-20
19.2771084337,9.03158e-21
19.2789666474,4.21695e-21
19.2808252193,7.84631e-23
19.2826841496,2.10965e-22
19.2845434384,3.44931e-22
19.2864030858,4.82316e-22
19.2882630919,6.2817e-22
19.2901234568,7.84208e-22
19.2919841806,9.58809e-22
19.2938452634,1.14617e-21
19.2957067053,1.33003e-21
19.2975685064,1.56859e-21
19.2994306668,4.19612e-21
19.3012931866,6.0675e-21
19.303156066,7.21069e-21
19.305019305,7.8622e-21
19.3068829038,8.32431e-21
19.3087468623,8.91976e-21
19.3106111808,9.89841e-21
19.3124758594,1.09672e-20
19.3143408981,1.16775e-20
19.3162062971,1.1488e-20
19.3180720564,9.87435e-21
19.3199381762,6.45916e-21
19.3218046566,1.7825e-21
19.3236714976,1.77591e-21
19.3255386994,1.74111e-21
19.3274062621,1.68898e-21
19.3292741858,1.62733e-21
19.3311424705,1.56056e-21
19.3330111165,1.51481e-21
19.3348801237,1.48771e-21
19.3367494924,1.5039e-21
19.3386192226,1.58657e-21
19.3404893144,1.7442e-21
19.3423597679,1.98166e-21
19.3442305832,2.29209e-21
19.3461017605,2.67244e-21
19.3479732998,3.10859e-21
19.3498452012,3.56133e-21
19.3517174649,4.02524e-21
19.353590091,4.44557e-21
19.3554630795,4.79861e-21
19.3573364305,5.05659e-21
19.3592101442,5.21357e-21
19.3610842207,5.3147e-21
19.3629586601,5.3838e-21
19.3648334624,5.48297e-21
19.3667086279,1.70373e-21
19.3685841565,5.84219e-21
19.3704600484,1.12363e-20
19.3723363038,1.47535e-20
19.3742129226,1.65392e-20
19.3760899051,1.67786e-20
19.3779672512,1.58375e-20
19.3798449612,1.40408e-20
19.3817230352,1.18375e-20
19.3836014732,9.62404e-21
19.3854802753,7.80737e-21
19.3873594416,6.60457e-21
19.3892389724,6.15207e-21
19.3911188676,6.55366e-21
19.3929991273,7.95353e-21
19.3948797517,1.04389e-20
19.396760741,2.88488e-21
19.3986420951,1.76243e-20
19.4005238141,4.38497e-20
19.4024058983,7.08482e-20
19.4042883477,9.3111e-20
19.4061711624,1.07213e-19
19.4080543426,1.13967e-19
19.4099378882,1.1676e-19
19.4118217995,1.18913e-19
19.4137060765,1.23139e-19
19.4155907193,1.29243e-19
19.4174757282,1.3398e-19
19.419361103,1.32654e-19
19.421246844,1.21864e-19
19.4231329513,9.92578e-20
19.425019425,6.70096e-20
19.4269062652,3.38513e-20
19.4287934719,8.58342e-21
19.4306810454,2.1603e-21
19.4325689856,1.76246e-21
19.4344572928,3.0507e-21
19.436345967,2.79697e-21
19.4382350083,2.57269e-21
19.4401244168,2.37052e-21
19.4420141927,2.21786e-21
19.443904336,2.10764e-21
19.4457948469,8.94126e-21
19.4476857254,1.65936e-20
19.4495769717,2.43571e-20
19.4514685859,3.13306e-20
19.453360568,3.65739e-20
19.4552529183,3.98496e-20
19.4571456367,4.08883e-20
19.4590387235,3.98454e-20
19.4609321787,3.6748e-20
19.4628260023,3.22311e-20
19.4647201946,2.73919e-20
19.4666147557,2.316e-20
19.4685096856,2.03988e-20
19.4704049844,1.97263e-20
19.4723006523,2.12998e-20
19.4741966894,2.46797e-20
19.4760930957,2.91777e-20
19.4779898714,3.43015e-20
19.4798870167,3.92323e-20
19.4817845315,4.34357e-20
19.483682416,4.64696e-20
19.4855806703,4.78377e-20
19.4874792946,4.72022e-20
19.4893782888,4.46457e-20
19.4912776533,4.01631e-20
19.4931773879,3.43997e-20
19.4950774929,2.84598e-20
19.4969779684,2.29112e-20
19.4988788145,1.81888e-20
19.5007800312,1.48645e-20
19.5026816187,3.36884e-20
19.5045835771,4.31585e-20
19.5064859066,4.84006e-20
19.5083886071,4.98347e-20
19.5102916789,4.46439e-20
19.512195122,3.16466e-20
19.5140989365,1.24429e-20
19.5160031226,9.13696e-21
19.5179076803,1.16378e-20
19.5198126098,1.07294e-20
19.5217179112,9.56035e-21
19.5236235845,8.2528e-21
19.52552963,6.90351e-21
19.5274360476,5.23702e-22
19.5293428376,4.0845e-21
19.53125,1.48772e-21
19.5331575349,3.75888e-21
19.5350654425,6.67998e-21
19.5369737228,1.03017e-20
19.5388823759,1.45662e-20
19.5407914021,1.94e-20
19.5427008013,2.45493e-20
19.5446105736,2.97473e-20
19.5465207193,3.44861e-20
19.5484312384,3.83508e-20
19.550342131,4.09678e-20
19.5522533972,4.23629e-20
19.5541650372,4.20928e-20
19.5560770509,4.00461e-20
19.5579894387,3.5648e-20
19.5599022005,2.90719e-20
19.5618153365,2.11239e-20
19.5637288467,1.15329e-20
19.5656427314,8.50463e-21
19.5675569905,2.00165e-20
19.5694716243,4.36364e-20
19.5713866327,7.61336e-20
19.5733020161,1.06172e-19
19.5752177743,1.26428e-19
19.5771339076,1.40391e-19
19.5790504161,1.44701e-19
19.5809672998,1.35156e-19
19.5828845589,1.08863e-19
19.5848021935,6.60674e-20
19.5867202037,1.26109e-20
19.5886385896,1.203e-20
19.5905573514,1.08849e-20
19.592476489,9.51524e-21
19.5943960027,8.42445e-21
19.5963158926,8.37198e-21
19.5982361587,9.58681e-21
19.6001568013,1.14715e-20
19.6020778202,1.31245e-20
19.6039992158,1.33174e-20
19.6059209881,1.0649e-20
19.6078431373,5.45799e-21
19.6097656633,5.61469e-22
19.6116885664,4.48939e-21
19.6136118466,4.02049e-21
19.6155355041,3.5691e-21
19.617459539,3.11338e-21
19.6193839513,1.69592e-20
19.6213087413,3.52369e-20
19.6232339089,5.56098e-20
19.6251594544,7.45851e-20
19.6270853778,8.88134e-20
19.6290116793,9.65497e-20
19.6309383589,9.7845e-20
19.6328654167,9.22397e-20
19.6347928529,8.04985e-20
19.6367206676,6.49788e-20
19.638648861,4.89882e-20
19.640577433,3.52792e-20
19.6425063838,2.5513e-20
19.6444357136,2.20719e-20
19.6463654224,2.63216e-20
19.6482955104,3.75033e-20
19.6502259776,5.35045e-20
19.6521568242,6.97888e-20
19.6540880503,8.07313e-20
19.656019656,8.29313e-20
19.6579516414,7.85288e-20
19.6598840067,7.07417e-20
19.6618167519,6.30406e-20
19.6637498771,5.8227e-20
19.6656833825,5.73761e-20
19.6676172682,5.9565e-20
19.6695515342,6.34214e-20
19.6714861808,6.76791e-20
19.6734212079,2.91266e-20
19.6753566158,7.22292e-20
19.6772924046,1.62234e-19
19.6792285742,2.27857e-19
19.681165125,2.59835e-19
19.6831020569,2.5527e-19
19.6850393701,2.20262e-19
19.6869770647,1.68514e-19
19.6889151408,1.1273e-19
19.6908535985,5.96738e-20
19.692792438,1.13095e-20
19.6947316593,1.32402e-20
19.6966712626,1.61514e-20
19.6986112479,1.9924e-20
19.7005516154,2.43671e-20
19.7024923653,2.90522e-20
19.7044334975,3.3652e-20
19.7063750123,3.76944e-20
19.7083169097,4.08542e-20
19.7102591899,4.29724e-20
19.7122018529,4.36783e-20
19.714144899,4.29159e-20
19.7160883281,4.09939e-20
19.7180321404,3.82358e-20
19.719976336,3.51694e-20
19.7219209151,3.22234e-20
19.7238658777,2.9648e-20
19.725811224,2.77049e-20
19.727756954,2.6596e-20
19.729703068,2.63794e-20
19.7316495659,2.73883e-20
19.733596448,2.94937e-20
19.7355437142,3.27379e-20
19.7374913648,3.67682e-20
19.7394393999,4.14118e-20
19.7413878196,4.65622e-20
19.7433366239,5.23372e-20
19.745285813,5.84882e-20
19.747235387,2.08117e-19
19.7491853461,3.8861e-19
19.7511356903,5.8962e-19
19.7530864198,7.93439e-19
19.7550375346,9.85451e-19
19.7569890349,1.14871e-18
19.7589409208,1.272e-18
19.7608931924,1.33945e-18
19.7628458498,1.35105e-18
19.7647988932,1.3281e-18
19.7667523226,1.2965e-18
19.7687061382,1.25974e-18
19.7706603401,1.22415e-18
19.7726149283,1.15623e-18
19.7745699031,9.83823e-19
19.7765252645,6.69834e-19
19.7784810127,2.24017e-19
19.7804371477,2.2418e-19
19.7823936696,2.12721e-19
19.7843505787,1.94126e-19
19.786307875,1.71237e-19
19.7882655585,1.48579e-19
19.7902236295,1.28736e-19
19.7921820881,1.13648e-19
19.7941409343,1.03524e-19
19.7961001683,9.81547e-20
19.7980597901,9.66608e-20
19.8000198,9.88857e-20
19.801980198,1.04522e-19
19.8039409843,1.11662e-19
19.8059021588,1.11138e-19
19.8078637219,1.21356e-19
19.8098256735,3.62556e-19
19.8117880139,5.7882e-19
19.813750743,7.38148e-19
19.8157138611,8.33595e-19
19.8176773682,8.8896e-19
19.8196412645,9.47552e-19
19.82160555,1.06747e-18
19.823570225,1.26126e-18
19.8255352895,1.51777e-18
19.8275007435,1.80362e-18
19.8294665873,2.07055e-18
19.831432821,2.26737e-18
19.8333994447,2.34667e-18
19.8353664584,2.32704e-18
19.8373338623,2.23203e-18
19.8393016566,2.06694e-18
19.8412698413,1.90409e-18
19.8432384165,1.76657e-18
19.8452073824,1.69073e-18
19.8471767391,1.67657e-18
19.8491464867,1.74311e-18
19.8511166253,1.92407e-18
19.8530871551,2.16983e-18
19.855058076,2.45113e-18
19.8570293884,2.6939e-18
19.8590010922,2.84636e-18
19.8609731877,2.89918e-18
19.8629456748,2.8069e-18
19.8649185538,2.63672e-18
19.8668918248,2.3818e-18
19.8688654878,2.10106e-18
19.870839543,1.78606e-18
19.8728139905,1.47549e-18
19.8747888304,1.18098e-18
19.8767640628,9.53755e-19
19.8787396879,8.06981e-19
19.8807157058,7.31594e-19
19.8826921165,7.17431e-19
19.8846689203,7.35958e-19
19.8866461171,7.71573e-19
19.8886237072,8.26853e-19
19.8906016907,8.96251e-19
19.8925800676,9.8523e-19
19.8945588382,1.0928e-18
19.8965380024,1.2402e-18
19.8985175604,1.42679e-18
19.9004975124,1.69162e-18
19.9024778585,2.05722e-18
19.9044585987,2.53839e-18
19.9064397333,3.12732e-18
19.9084212622,3.78485e-18
19.9104031857,4.5368e-18
19.9123855038,5.31397e-18
19.9143682167,6.04576e-18
19.9163513244,6.70717e-18
19.9183348272,7.30315e-18
19.9203187251,7.69113e-18
19.9223030182,7.84268e-18
19.9242877067,7.77717e-18
19.9262727907,7.54082e-18
19.9282582702,7.20634e-18
19.9302441455,6.97481e-18
19.9322304166,6.97087e-18
19.9342170836,7.24714e-18
19.9362041467,7.67251e-18
19.938191606,8.22882e-18
19.9401794616,8.74955e-18
19.9421677136,9.11764e-18
19.9441563622,9.30134e-18
19.9461454074,9.40221e-18
19.9481348494,9.41411e-18
19.9501246883,9.43003e-18
19.9521149242,9.61881e-18
19.9541055572,9.78836e-18
19.9560965875,9.92434e-18
19.9580880152,9.78737e-18
19.9600798403,9.30818e-18
19.9620720631,8.47791e-18
19.9640646836,7.5054e-18
19.9660577019,6.65371e-18
19.9680511182,6.0203e-18
19.9700449326,5.58889e-18
19.9720391452,5.02387e-18
19.9740337561,3.92077e-18
19.9760287655,2.28608e-18
19.9780241734,1.13432e-18
19.98001998,2.82106e-18
19.9820161854,9.63084e-18
19.9840127898,2.01498e-17
19.9860097931,3.02398e-17
19.9880071957,3.49046e-17
19.9900049975,3.13114e-17
19.9920031987,2.11084e-17
19.9940017995,1.07638e-17
19.9960007998,3.80413e-18
19.9980002,5.13907e-19
20.0,2.4581e-19
20.0020002,3.05029e-20
20.0040008002,2.82132e-19
20.0060018005,3.18026e-19
20.0080032013,3.45587e-19
20.0100050025,3.54402e-19
20.0120072043,3.3646e-19
20.0140098069,1.0507e-18
20.0160128102,1.41143e-18
20.0180162146,1.26352e-18
20.02002002,5.99689e-19
20.0220242266,5.73522e-18
20.0240288346,7.81381e-18
20.026033844,7.22253e-18
20.028039255,5.15989e-18
20.0300450676,2.85746e-18
20.0320512821,9.15527e-19
20.0340578984,6.05317e-19
20.0360649169,7.26795e-19
20.0380723374,6.76769e-19
20.0400801603,6.46219e-19
20.0420883856,6.34794e-19
20.0440970134,6.2779e-19
20.0461060439,6.19682e-19
20.0481154771,6.01134e-19
20.0501253133,2.0933e-18
20.0521355524,3.05415e-18
20.0541461947,3.39949e-18
20.0561572403,3.37178e-18
20.0581686892,3.26289e-18
20.0601805416,3.35226e-18
20.0621927977,3.83893e-18
20.0642054575,4.59463e-18
20.0662185211,5.4389e-18
20.0682319888,6.26454e-18
20.0702458605,7.07884e-18
20.0722601365,7.873e-18
20.0742748168,8.61484e-18
20.0762899016,9.21833e-18
20.078305391,9.61316e-18
20.0803212851,9.73779e-18
20.0823375841,9.59585e-18
20.084354288,9.25771e-18
20.086371397,8.80027e-18
20.0883889112,8.28418e-18
20.0904068307,7.76655e-18
20.0924251557,7.30723e-18
20.0944438863,6.88375e-18
20.0964630225,6.48593e-18
20.0984825646,6.07843e-18
20.1005025126,5.61507e-18
20.1025228666,5.02692e-18
20.1045436269,4.29097e-18
20.1065647934,3.39448e-18
20.1085863664,2.42842e-18
20.1106083459,1.4327e-18
20.1126307321,5.36445e-19
20.1146535251,1.71802e-19
20.116676725,5.54077e-19
20.118700332,5.51713e-19
20.1207243461,3.61123e-19
20.1227487675,5.07142e-19
20.1247735963,1.73922e-18
20.1267988326,3.00408e-18
20.1288244767,3.98993e-18
20.1308505284,4.39089e-18
20.1328769881,4.02785e-18
20.1349038558,3.02472e-18
20.1369311317,1.80828e-18
20.1389588158,7.39172e-19
20.1409869084,9.17431e-20
20.1430154094,9.95826e-20
20.1450443191,8.87507e-19
20.1470736376,2.42363e-18
20.1491033649,4.5955e-18
20.1511335013,7.07257e-18
20.1531640468,9.25947e-18
20.1551950015,1.06156e-17
20.1572263657,1.09144e-17
20.1592581393,1.01082e-17
20.1612903226,8.27554e-18
20.1633229156,5.5882e-18
20.1653559185,2.40297e-18
20.1673893315,7.74778e-19
20.1694231545,1.88821e-18
20.1714573878,1.70498e-18
20.1734920315,1.58167e-18
20.1755270856,1.51238e-18
20.1775625504,1.46729e-18
20.179598426,1.42646e-18
20.1816347124,1.36896e-18
20.1836714098,1.27624e-18
20.1857085184,1.15412e-18
20.1877460382,1.01617e-18
20.1897839693,8.74529e-19
20.191822312,7.45549e-19
20.1938610662,6.2909e-19
20.1959002323,5.25987e-19
20.1979398101,4.30126e-19
20.1999798,3.34862e-19
20.202020202,1.35364e-18
20.2040610163,2.68204e-18
20.2061022429,4.3867e-18
20.208143882,6.35209e-18
20.2101859337,8.29266e-18
20.2122283982,9.81415e-18
20.2142712755,1.04022e-17
20.2163145659,9.67734e-18
20.2183582693,7.69101e-18
20.220402386,4.76711e-18
20.2224469161,1.29726e-18
20.2244918596,1.21488e-18
20.2265372168,1.11455e-18
20.2285829878,1.00419e-18
20.2306291726,8.90439e-19
20.2326757714,7.82709e-19
20.2347227843,6.82675e-19
20.2367702115,5.97448e-19
20.238818053,5.29965e-19
20.2408663091,4.80627e-19
20.2429149798,4.50971e-19
20.2449640652,4.43281e-19
20.2470135655,4.57251e-19
20.2490634808,1.91704e-19
20.2511138113,5.17352e-19
20.253164557,7.16678e-19
20.255215718,1.67824e-20
20.2572672946,3.23111e-19
20.2593192869,6.66313e-19
20.2613716949,1.02465e-18
20.2634245187,1.37071e-18
20.2654777586,1.67664e-18
20.2675314147,1.92131e-18
20.269585487,2.11349e-18
20.2716399757,2.07799e-18
20.2736948809,2.38799e-18
20.2757502028,7.30378e-18
20.2778059414,1.2875e-17
20.2798620969,1.89471e-17
20.2819186695,2.51159e-17
20.2839756592,3.05253e-17
20.2860330662,3.407e-17
20.2880908906,3.44339e-17
20.2901491326,3.16025e-17
20.2922077922,2.63905e-17
20.2942668696,1.98174e-17
20.2963263649,1.29253e-17
20.2983862783,6.73375e-18
20.3004466098,1.82766e-18
20.3025073597,1.59559e-18
20.3045685279,1.68045e-18
20.3066301147,1.6399e-18
20.3086921202,1.63916e-18
20.3107545445,9.22886e-19
20.3128173878,1.72923e-18
20.3148806501,4.35329e-18
20.3169443316,6.16621e-18
20.3190084324,6.43181e-18
20.3210729527,5.18945e-18
20.3231378925,3.0627e-18
20.325203252,6.84845e-19
20.3272690314,6.61391e-19
20.3293352307,6.36979e-19
20.3314018502,6.12286e-19
20.3334688898,5.93297e-19
20.3355363498,5.80804e-19
20.3376042302,5.80357e-19
20.3396725313,5.89816e-19
20.3417412531,6.11942e-19
20.3438103957,6.40531e-19
20.3458799593,6.69199e-19
20.347949944,6.99619e-19
20.35002035,7.2797e-19
20.3520911774,7.59042e-19
20.3541624262,7.93927e-19
20.3562340967,8.38142e-19
20.3583061889,8.91604e-19
20.360378703,9.5945e-19
20.3624516392,1.03393e-18
20.3645249975,1.10834e-18
20.366598778,1.16424e-18
20.368672981,1.187e-18
20.3707476064,1.16739e-18
20.3728226546,1.10408e-18
20.3748981255,1.0206e-18
20.3769740194,9.36349e-19
20.3790503363,8.65403e-19
20.3811270763,8.23779e-19
20.3832042397,8.12031e-19
20.3852818265,8.23269e-19
20.3873598369,8.51369e-19
20.389438271,8.94577e-19
20.3915171289,9.45798e-19
20.3935964107,8.18199e-18
20.3956761167,1.57246e-17
20.3977562468,2.24685e-17
20.3998368013,2.69586e-17
20.4019177803,2.78998e-17
20.4039991838,2.51897e-17
20.4060810121,2.04389e-17
20.4081632653,1.50486e-17
20.4102459435,1.01336e-17
20.4123290467,6.33594e-18
20.4144125753,3.70117e-18
20.4164965292,2.01353e-18
20.4185809086,1.00353e-18
20.4206657137,4.5647e-19
20.4227509446,1.46049e-19
20.4248366013,5.59835e-20
20.4269226841,1.43152e-19
20.4290091931,1.24222e-19
20.4310961283,8.78589e-20
20.43318349,3.96823e-20
20.4352712782,1.43223e-19
20.4373594932,1.91406e-19
20.4394481349,1.80058e-19
20.4415372036,1.06209e-19
20.4436266994,5.23277e-20
20.4457166224,1.31603e-19
20.4478069727,1.56683e-19
20.4498977505,1.84788e-19
20.4519889559,2.10162e-19
20.4540805891,2.25344e-19
20.4561726501,2.25477e-19
20.4582651391,2.11579e-19
20.4603580563,1.8681e-19
20.4624514017,1.54906e-19
20.4645451755,1.20029e-19
20.4666393778,8.36549e-20
20.4687340088,4.79939e-20
20.4708290686,1.46134e-20
20.4729245573,1.38521e-20
20.475020475,1.3241e-20
20.477116822,1.27907e-20
20.4792135982,1.24376e-20
20.4813108039,1.21546e-20
20.4834084392,1.18541e-20
20.4855065041,1.15366e-20
20.487604999,1.11434e-20
20.4897039238,1.07238e-20
20.4918032787,1.02759e-20
20.4939030638,3.34534e-20
20.4960032794,5.44829e-20
20.4981039254,7.22541e-20
20.5002050021,8.57015e-20
20.5023065095,9.36339e-20
20.5044084478,9.4153e-20
20.5065108172,8.49555e-20
20.5086136177,6.38481e-20
20.5107168496,3.28764e-20
20.5128205128,2.46586e-21
20.5149246077,3.46232e-20
20.5170291342,3.65269e-20
20.5191340925,3.65926e-20
20.5212394829,3.57783e-20
20.5233453053,4.50921e-21
20.5254515599,3.36092e-20
20.5275582469,7.27997e-20
20.5296653665,1.08914e-19
20.5317729186,1.41726e-19
20.5338809035,1.71098e-19
20.5359893213,1.98267e-19
20.5380981721,2.2435e-19
20.5402074561,2.50838e-19
20.5423171734,2.76673e-19
20.5444273241,2.98929e-19
20.5465379084,3.1533e-19
20.5486489263,3.21635e-19
20.5507603781,3.14175e-19
20.5528722639,2.94941e-19
20.5549845838,2.71033e-19
20.5570973379,2.49394e-19
20.5592105263,2.38735e-19
20.5613241493,2.4706e-19
20.5634382069,2.69953e-19
20.5655526992,2.99669e-19
20.5676676265,3.28449e-19
20.5697829888,3.46833e-19
20.5718987863,3.51218e-19
20.574015019,3.42829e-19
20.5761316872,3.26867e-19
20.578248791,3.06019e-19
20.5803663305,2.86855e-19
20.5824843059,2.72462e-19
20.5846027172,2.60997e-19
20.5867215646,2.49774e-19
20.5888408483,2.39789e-19
20.5909605683,2.30813e-19
20.5930807249,2.26919e-19
20.5952013181,2.28199e-19
20.5973223481,2.30493e-19
20.599443815,2.29607e-19
20.601565719,2.19905e-19
20.6036880602,1.97103e-19
20.6058108387,1.64693e-19
20.6079340546,1.31197e-19
20.6100577082,1.02716e-19
20.6121817994,8.31812e-20
20.6143063286,7.39086e-20
20.6164312957,7.35749e-20
20.618556701,7.94658e-20
20.6206825446,9.03661e-20
20.6228088266,1.05566e-19
20.6249355471,1.25531e-19
20.6270627063,1.50676e-19
20.6291903043,1.80328e-19
20.6313183412,2.1264e-19
20.6334468173,2.45343e-19
20.6355757326,2.75584e-19
20.6377050872,3.00796e-19
20.6398348813,3.2077e-19
20.6419651151,3.3441e-19
20.6440957886,3.43466e-19
20.646226902,3.4851e-19
20.6483584555,3.50378e-19
20.6504904491,3.50911e-19
20.6526228831,3.51261e-19
20.6547557575,3.53558e-19
20.6568890725,3.5915e-19
20.6590228282,3.68822e-19
20.6611570248,3.79691e-19
20.6632916624,3.90358e-19
20.6654267411,3.99762e-19
20.667562261,4.0635e-19
20.6696982224,4.08778e-19
20.6718346253,4.10071e-19
20.6739714699,4.10922e-19
20.6761087563,4.14083e-19
20.6782464847,4.22067e-19
20.6803846552,4.35893e-19
20.6825232678,4.52382e-19
20.6846623229,4.67782e-19
20.6868018204,4.81753e-19
20.6889417606,4.94981e-19
20.6910821436,5.07482e-19
20.6932229695,5.1458e-19
20.6953642384,5.14584e-19
20.6975059505,5.06334e-19
20.699648106,4.87367e-19
20.7017907049,4.58925e-19
20.7039337474,4.24037e-19
20.7060772337,3.85038e-19
20.7082211638,3.46747e-19
20.710365538,3.10269e-19
20.7125103563,2.7904e-19
20.7146556189,2.54951e-19
20.7168013259,2.42792e-19
20.7189474775,2.42967e-19
20.7210940738,2.60047e-19
20.7232411149,2.97368e-19
20.725388601,3.50749e-19
20.7275365323,4.18099e-19
20.7296849088,4.89311e-19
20.7318337307,5.53942e-19
20.7339829981,5.98973e-19
20.7361327112,6.18278e-19
20.7382828702,6.06621e-19
20.7404334751,5.66246e-19
20.742584526,4.97972e-19
20.7447360232,4.09634e-19
20.7468879668,3.17556e-19
20.7490403569,2.3409e-19
20.7511931936,1.68481e-19
20.7533464771,1.25999e-19
20.7555002076,1.07114e-19
20.7576543851,1.05904e-19
20.7598090098,1.17027e-19
20.7619640818,1.37017e-19
20.7641196013,1.64723e-19
20.7662755685,1.99846e-19
20.7684319834,2.38113e-19
20.7705888462,2.74692e-19
20.772746157,3.00165e-19
20.7749039161,3.05404e-19
20.7770621234,2.83176e-19
20.7792207792,2.38347e-19
20.7813798836,1.8178e-19
20.7835394368,1.24479e-19
20.7856994388,7.55536e-20
20.7878598898,4.15609e-20
20.79002079,2.10909e-20
20.7921821395,1.05772e-20
20.7943439384,6.74205e-21
20.796506187,6.97333e-21
20.7986688852,9.55351e-21
20.8008320333,1.39108e-20
20.8029956314,1.98234e-20
20.8051596796,2.74797e-20
20.8073241781,3.74912e-20
20.809489127,5.08877e-20
20.8116545265,6.84821e-20
20.8138203767,9.01119e-20
20.8159866778,1.14868e-19
20.8181534298,1.40517e-19
20.8203206329,1.64527e-19
20.8224882874,1.83274e-19
20.8246563932,1.94832e-19
20.8268249505,1.98105e-19
20.8289939596,1.94706e-19
20.8311634205,1.85028e-19
20.8333333333,1.72353e-19
20.8355036983,1.57197e-19
20.8376745155,1.4127e-19
20.8398457851,1.2478e-19
20.8420175073,1.07908e-19
20.8441896821,9.21933e-20
20.8463623098,7.82724e-20
20.8485353904,6.70991e-20
20.8507089241,5.94834e-20
20.8528829111,5.67719e-20
20.8550573514,5.77818e-20
20.8572322453,6.13562e-20
20.8594075928,6.57755e-20
20.8615833942,6.95174e-20
20.8637596495,7.09609e-20
20.8659363589,7.05137e-20
20.8681135225,6.91106e-20
20.8702911406,6.7614e-20
20.8724692131,6.74394e-20
20.8746477403,6.93767e-20
20.8768267223,7.29055e-20
20.8790061593,7.65313e-20
20.8811860514,7.88228e-20
20.8833663987,7.80901e-20
20.8855472013,7.33505e-20
20.8877284595,6.50401e-20
20.8899101734,5.50323e-20
20.892092343,4.53446e-20
20.8942749687,3.75222e-20
20.8964580504,3.27607e-20
20.8986415883,3.15696e-20
20.9008255826,3.38681e-20
20.9030100334,3.97111e-20
20.9051949409,4.95415e-20
20.9073803052,6.33265e-20
20.9095661265,8.07639e-20
20.9117524049,1.00101e-19
20.9139391404,1.20319e-19
20.9161263334,1.3987e-19
20.9183139839,1.58174e-19
20.9205020921,1.73464e-19
20.922690658,1.84557e-19
20.9248796819,1.91129e-19
20.927069164,1.90773e-19
20.9292591042,1.83378e-19
20.9314495029,1.69318e-19
